2024/09/17 19:46:21 serving http on http://127.0.0.1:56741
2024/09/17 19:46:21 serving rpc on tcp://[::]:38047
2024/09/17 19:46:21 booting test machines...
2024/09/17 19:46:21 wait for the connection from test machine...
2024/09/17 19:46:32 XXX Fuzzer command: 
/syz-fuzzer -executor=/syz-executor -name=vm-1 -arch=amd64 -manager=localhost:38047 -sandbox=none -cover=true -debug=false  -optional=slowdown=1:sandbox_arg=0:pprof_port=6060
2024/09/17 19:46:41 machine check:
failed to read the following files in the VM:
/dev/raw-gadget                             : open /dev/raw-gadget: no such file or directory

BinFmtMisc              : enabled
Comparisons             : call 0 failed with errno 38
Coverage                : enabled
DelayKcovMmap           : enabled
DevlinkPCI              : PCI device 0000:00:10.0 is not available.  (errno 2: No such file or directory).
ExtraCoverage           : enabled
Fault                   : CONFIG_FAULT_INJECTION is not enabled.  (errno 2: No such file or directory).
KCSAN                   : write(/sys/kernel/debug/kcsan, on) failed.  (errno 2: No such file or directory).
LRWPANEmulation         : netlink: failed to get family id for nl802154: No such file or directory.  netlink_query_family_id failed.  (errno 2: No such file or directory).
Leak                    : failed to write(kmemleak, "scan=off").  (errno 2: No such file or directory).
NetDevices              : enabled
NetInjection            : tun: can't open /dev/net/tun.  (errno 2: No such file or directory).
NicVF                   : PCI device 0000:00:11.0 is not available.  (errno 2: No such file or directory).
SandboxAndroid          : enabled
SandboxNamespace        : enabled
SandboxSetuid           : enabled
Swap                    : enabled
USBEmulation            : failed to chmod /dev/raw-gadget.  (errno 2: No such file or directory).
VhciInjection           : socket(AF_BLUETOOTH, SOCK_RAW, BTPROTO_HCI) failed.  (errno 97: Address family not supported by protocol).
WifiEmulation           : netlink_query_family_id failed.  (errno 2: No such file or directory).
2024/09/17 19:49:11 candidates=0 corpus=69 coverage=15746 exec total=2884 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:49:21 candidates=0 corpus=72 coverage=15815 exec total=3011 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:49:31 candidates=0 corpus=72 coverage=15815 exec total=3080 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:49:41 candidates=0 corpus=72 coverage=15815 exec total=3112 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:49:51 candidates=0 corpus=76 coverage=15838 exec total=3141 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:50:01 candidates=0 corpus=76 coverage=15838 exec total=3160 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:50:11 candidates=0 corpus=77 coverage=15839 exec total=3188 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:50:21 candidates=0 corpus=79 coverage=15841 exec total=3213 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:50:31 candidates=0 corpus=79 coverage=15841 exec total=3226 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:50:41 candidates=0 corpus=79 coverage=15841 exec total=3239 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:50:51 candidates=0 corpus=79 coverage=15841 exec total=3255 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:51:01 candidates=0 corpus=79 coverage=15841 exec total=3277 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:51:11 candidates=0 corpus=82 coverage=15847 exec total=3329 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:51:21 Hit times: 0
2024/09/17 19:51:21 candidates=0 corpus=83 coverage=15847 exec total=3344 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:51:31 candidates=0 corpus=83 coverage=15847 exec total=3363 (10/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:51:41 candidates=0 corpus=85 coverage=15868 exec total=3400 (10/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:51:51 candidates=0 corpus=92 coverage=15945 exec total=3498 (10/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:52:01 candidates=0 corpus=97 coverage=15950 exec total=3685 (10/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:52:11 candidates=0 corpus=97 coverage=15960 exec total=3723 (10/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:52:21 candidates=0 corpus=97 coverage=15966 exec total=3754 (10/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:52:31 candidates=0 corpus=101 coverage=15976 exec total=3837 (10/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:52:41 candidates=0 corpus=127 coverage=16115 exec total=4455 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:52:51 candidates=0 corpus=163 coverage=16903 exec total=5416 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:53:01 candidates=0 corpus=167 coverage=16926 exec total=5521 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:53:11 candidates=0 corpus=169 coverage=16954 exec total=5639 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:53:21 candidates=0 corpus=178 coverage=17010 exec total=5823 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:53:31 candidates=0 corpus=184 coverage=17015 exec total=5945 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:53:41 candidates=0 corpus=185 coverage=17036 exec total=6045 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:53:51 candidates=0 corpus=190 coverage=17066 exec total=6268 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:54:01 candidates=0 corpus=197 coverage=17088 exec total=6481 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:54:11 candidates=0 corpus=198 coverage=17088 exec total=6528 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:54:21 candidates=0 corpus=206 coverage=17144 exec total=6694 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:54:31 candidates=0 corpus=207 coverage=17144 exec total=6752 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:54:41 candidates=0 corpus=209 coverage=17166 exec total=6844 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:54:51 candidates=0 corpus=216 coverage=17216 exec total=7124 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:55:01 candidates=0 corpus=220 coverage=17223 exec total=7222 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:55:11 candidates=0 corpus=220 coverage=17223 exec total=7236 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:55:17 Hit times: 0
2024/09/17 19:55:21 candidates=0 corpus=220 coverage=17223 exec total=7247 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:55:31 candidates=0 corpus=220 coverage=17223 exec total=7269 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:55:41 candidates=0 corpus=221 coverage=17237 exec total=7307 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:55:51 candidates=0 corpus=221 coverage=17363 exec total=7400 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:56:01 candidates=0 corpus=222 coverage=17368 exec total=7441 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:56:11 candidates=0 corpus=223 coverage=17531 exec total=7483 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:56:21 candidates=0 corpus=225 coverage=17531 exec total=7526 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:56:31 candidates=0 corpus=226 coverage=17536 exec total=7561 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:56:41 candidates=0 corpus=228 coverage=17537 exec total=7636 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:56:51 candidates=0 corpus=228 coverage=17545 exec total=7687 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:57:01 candidates=0 corpus=230 coverage=17560 exec total=7776 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:57:11 candidates=0 corpus=231 coverage=17563 exec total=7860 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:57:21 candidates=0 corpus=231 coverage=17563 exec total=7910 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:57:31 candidates=0 corpus=233 coverage=18519 exec total=8016 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:57:41 candidates=0 corpus=233 coverage=18519 exec total=8064 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:57:51 candidates=0 corpus=236 coverage=18544 exec total=8154 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:58:01 candidates=0 corpus=244 coverage=18569 exec total=8452 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:58:11 candidates=0 corpus=264 coverage=18895 exec total=8996 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:58:21 candidates=0 corpus=283 coverage=19002 exec total=9422 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:58:31 candidates=0 corpus=288 coverage=19060 exec total=9656 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:58:41 candidates=0 corpus=293 coverage=19131 exec total=9758 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:58:51 candidates=0 corpus=290 coverage=19133 exec total=9786 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:59:01 candidates=0 corpus=291 coverage=19133 exec total=9816 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:59:11 candidates=0 corpus=293 coverage=19163 exec total=9863 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:59:21 candidates=0 corpus=299 coverage=19219 exec total=9943 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:59:31 candidates=0 corpus=300 coverage=19219 exec total=9989 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:59:41 candidates=0 corpus=310 coverage=19271 exec total=10201 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 19:59:51 candidates=0 corpus=326 coverage=19752 exec total=10847 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:00:01 candidates=0 corpus=326 coverage=19752 exec total=10907 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:00:11 candidates=0 corpus=327 coverage=19753 exec total=10955 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:00:21 candidates=0 corpus=328 coverage=19776 exec total=11038 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:00:31 candidates=0 corpus=332 coverage=20316 exec total=11225 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:00:41 candidates=0 corpus=336 coverage=20374 exec total=11343 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:00:51 candidates=0 corpus=335 coverage=20375 exec total=11392 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:01:01 candidates=0 corpus=335 coverage=20375 exec total=11431 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:01:11 candidates=0 corpus=338 coverage=20441 exec total=11623 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:01:21 candidates=0 corpus=347 coverage=20760 exec total=11914 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:01:31 candidates=0 corpus=349 coverage=20765 exec total=11976 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:01:41 candidates=0 corpus=356 coverage=20801 exec total=12256 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:01:51 candidates=0 corpus=352 coverage=20825 exec total=12304 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:02:01 candidates=0 corpus=352 coverage=20825 exec total=12347 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:02:11 candidates=0 corpus=354 coverage=20827 exec total=12392 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:02:21 candidates=0 corpus=354 coverage=20827 exec total=12417 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:02:31 candidates=0 corpus=354 coverage=20917 exec total=12472 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:02:41 candidates=0 corpus=355 coverage=20917 exec total=12505 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:02:51 candidates=0 corpus=357 coverage=20926 exec total=12549 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:03:01 candidates=0 corpus=357 coverage=20926 exec total=12581 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:03:11 candidates=0 corpus=359 coverage=20932 exec total=12628 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:03:21 candidates=0 corpus=359 coverage=20932 exec total=12672 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:03:31 candidates=0 corpus=359 coverage=20932 exec total=12716 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:03:41 candidates=0 corpus=361 coverage=20956 exec total=12755 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:03:51 candidates=0 corpus=362 coverage=20985 exec total=12786 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:04:01 candidates=0 corpus=362 coverage=20985 exec total=12801 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:04:04 Hit times: 0
2024/09/17 20:04:11 candidates=0 corpus=364 coverage=20991 exec total=12842 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:04:21 candidates=0 corpus=365 coverage=20993 exec total=12884 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:04:31 candidates=0 corpus=367 coverage=20997 exec total=12928 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:04:41 candidates=0 corpus=367 coverage=20997 exec total=12951 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:04:51 candidates=0 corpus=368 coverage=21002 exec total=12982 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:05:01 candidates=0 corpus=368 coverage=21002 exec total=13011 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:05:11 candidates=0 corpus=369 coverage=21002 exec total=13054 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:05:21 candidates=0 corpus=385 coverage=21259 exec total=13362 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:05:31 candidates=0 corpus=400 coverage=21394 exec total=13631 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:05:34 update choice table with LLM
2024/09/17 20:05:34 UpdateChoiceTable using LLM comm content
2024/09/17 20:05:34 Build Choice Table with LLM
2024/09/17 20:05:41 candidates=0 corpus=416 coverage=21678 exec total=13845 (11/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:05:51 candidates=0 corpus=428 coverage=21783 exec total=14143 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:06:01 candidates=0 corpus=449 coverage=21917 exec total=14854 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:06:11 candidates=0 corpus=458 coverage=22033 exec total=15092 (12/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:06:21 candidates=0 corpus=485 coverage=22598 exec total=16024 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:06:31 candidates=0 corpus=508 coverage=22931 exec total=16540 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:06:41 candidates=0 corpus=510 coverage=22931 exec total=16588 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:06:51 candidates=0 corpus=507 coverage=22946 exec total=16636 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:07:01 candidates=0 corpus=510 coverage=23040 exec total=16681 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:07:11 candidates=0 corpus=516 coverage=23069 exec total=16764 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:07:21 candidates=0 corpus=518 coverage=23077 exec total=16789 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:07:31 candidates=0 corpus=525 coverage=23232 exec total=16876 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:07:41 candidates=0 corpus=538 coverage=23625 exec total=17114 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:07:51 candidates=0 corpus=551 coverage=23904 exec total=17812 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:08:01 candidates=0 corpus=559 coverage=23952 exec total=18036 (13/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:08:11 candidates=0 corpus=580 coverage=24372 exec total=18557 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:08:21 candidates=0 corpus=587 coverage=24394 exec total=18759 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:08:23 Hit times: 0
2024/09/17 20:08:31 candidates=0 corpus=595 coverage=24413 exec total=18944 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:08:41 candidates=0 corpus=598 coverage=24430 exec total=19049 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:08:51 candidates=0 corpus=596 coverage=24448 exec total=19160 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:09:01 candidates=0 corpus=597 coverage=24451 exec total=19253 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:09:11 candidates=0 corpus=608 coverage=24805 exec total=19811 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:09:21 candidates=0 corpus=616 coverage=24848 exec total=20010 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:09:31 candidates=0 corpus=634 coverage=24981 exec total=20374 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:09:41 candidates=0 corpus=650 coverage=25500 exec total=20848 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:09:51 candidates=0 corpus=646 coverage=25546 exec total=20945 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:10:01 candidates=0 corpus=647 coverage=25546 exec total=20984 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:10:11 candidates=0 corpus=667 coverage=25642 exec total=21537 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:10:21 candidates=0 corpus=672 coverage=25682 exec total=21790 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:10:31 candidates=0 corpus=676 coverage=25704 exec total=21875 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:10:41 candidates=0 corpus=677 coverage=25710 exec total=21951 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:10:51 candidates=0 corpus=673 coverage=25741 exec total=22054 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:11:01 candidates=0 corpus=673 coverage=25741 exec total=22102 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:11:11 candidates=0 corpus=676 coverage=25768 exec total=22138 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:11:21 candidates=0 corpus=676 coverage=25768 exec total=22181 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:11:31 candidates=0 corpus=676 coverage=25768 exec total=22229 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:11:41 candidates=0 corpus=677 coverage=25793 exec total=22277 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:11:51 candidates=0 corpus=678 coverage=25818 exec total=22320 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:12:01 candidates=0 corpus=681 coverage=25838 exec total=22366 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:12:11 candidates=0 corpus=704 coverage=25957 exec total=23080 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:12:21 candidates=0 corpus=713 coverage=25977 exec total=23281 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:12:31 candidates=0 corpus=714 coverage=25993 exec total=23304 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:12:41 candidates=0 corpus=714 coverage=25993 exec total=23328 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:12:51 candidates=0 corpus=729 coverage=26264 exec total=24002 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:13:01 candidates=0 corpus=731 coverage=26279 exec total=24072 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:13:11 candidates=0 corpus=733 coverage=26289 exec total=24133 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:13:21 candidates=0 corpus=734 coverage=26290 exec total=24177 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:13:31 candidates=0 corpus=735 coverage=26304 exec total=24225 (14/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:13:35 update choice table with LLM
2024/09/17 20:13:35 UpdateChoiceTable using LLM comm content
2024/09/17 20:13:35 Build Choice Table with LLM
2024/09/17 20:13:41 candidates=0 corpus=757 coverage=26490 exec total=24800 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:13:51 candidates=0 corpus=776 coverage=26636 exec total=25398 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:14:01 candidates=0 corpus=782 coverage=26660 exec total=25542 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:14:11 candidates=0 corpus=796 coverage=26789 exec total=25885 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:14:17 Hit times: 0
2024/09/17 20:14:21 candidates=0 corpus=806 coverage=26824 exec total=26210 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:14:31 candidates=0 corpus=819 coverage=27014 exec total=26845 (15/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:14:41 candidates=0 corpus=829 coverage=27105 exec total=27422 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:14:51 candidates=0 corpus=828 coverage=27127 exec total=27636 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:15:01 candidates=0 corpus=844 coverage=27250 exec total=28098 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:15:11 candidates=0 corpus=847 coverage=27254 exec total=28257 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:15:21 candidates=0 corpus=866 coverage=27377 exec total=28748 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:15:31 candidates=0 corpus=882 coverage=27761 exec total=29057 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:15:41 candidates=0 corpus=906 coverage=27885 exec total=29566 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:15:51 candidates=0 corpus=915 coverage=27958 exec total=29954 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:16:01 candidates=0 corpus=919 coverage=27964 exec total=30124 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:16:11 candidates=0 corpus=924 coverage=28013 exec total=30244 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:16:21 candidates=0 corpus=926 coverage=28014 exec total=30294 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:16:31 candidates=0 corpus=926 coverage=28014 exec total=30326 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:16:41 candidates=0 corpus=930 coverage=28022 exec total=30420 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:16:51 candidates=0 corpus=934 coverage=28060 exec total=30522 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:17:01 candidates=0 corpus=937 coverage=28073 exec total=30570 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:17:11 candidates=0 corpus=939 coverage=28080 exec total=30613 (16/sec) fuzzing VMs=1 reproducing=0 
2024/09/17 20:17:21 candidates=0 corpus=941 coverage=28089 exec total=30653 (16/sec) fuzzing VMs=1 reproducing=0 
